"Frequency","Anode Voltage","Anode Current","Cathode Voltage","Cathode Current","G Anode>Anode","C Anode>Anode","G Cathode>Anode","C Cathode>Anode","G Anode>Cathode","C Anode>Cathode","G Cathode>Cathode","C Cathode>Cathode"
1.0000000000e-03,-3.4000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4137704690e-22,-3.6328327400e-31,-3.2591727120e-16,-3.0282150050e-20,3.2591727120e-16,3.6328327400e-31,3.2591727120e-16,-1.3073818560e-18,-3.2591727120e-16
1.0000000000e-03,-3.3000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.2748136300e-23,-3.6300293130e-31,-3.2570224440e-16,1.9353813440e-21,3.2570224440e-16,3.6300293130e-31,3.2570224440e-16,-1.1588297460e-19,-3.2570224440e-16
1.0000000000e-03,-3.2000000000e+00,0.0000000000e+00,0.0000000000e+00,7.5214008700e-22,-3.6268816480e-31,-3.2546620870e-16,-1.2086631610e-19,3.2546620870e-16,3.6268816480e-31,3.2546620870e-16,1.4978490860e-19,-3.2546620870e-16
1.0000000000e-03,-3.1000000000e+00,0.0000000000e+00,0.0000000000e+00,9.3061400760e-22,-3.6233340410e-31,-3.2520604600e-16,-3.9216497300e-20,3.2520604600e-16,3.6233340410e-31,3.2520604600e-16,-3.9202963730e-19,-3.2520604600e-16
1.0000000000e-03,-3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4022950940e-22,-3.6193190020e-31,-3.2491800950e-16,-2.2371034120e-20,3.2491800950e-16,3.6193190020e-31,3.2491800950e-16,-1.3129294460e-18,-3.2491800950e-16
1.0000000000e-03,-2.9000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4787839030e-21,-3.6147541230e-31,-3.2459756070e-16,-4.6186868140e-20,3.2459756070e-16,3.6147541230e-31,3.2459756070e-16,5.4612933750e-19,-3.2459756070e-16
1.0000000000e-03,-2.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.2748137200e-22,-3.6095379200e-31,-3.2423915660e-16,-6.0142778540e-20,3.2423915660e-16,3.6095379200e-31,3.2423915660e-16,8.5309594030e-19,-3.2423915660e-16
1.0000000000e-03,-2.7000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1870342780e-22,-3.6035442860e-31,-3.2383596380e-16,-5.4827571010e-20,3.2383596380e-16,3.6035442860e-31,3.2383596380e-16,-5.9297564640e-19,-3.2383596380e-16
1.0000000000e-03,-2.6000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.7464947820e-21,-3.5966149510e-31,-3.2337947540e-16,-7.1030612730e-21,3.2337947540e-16,3.5966149510e-31,3.2337947540e-16,-1.5644201560e-18,-3.2337947540e-16
1.0000000000e-03,-2.5000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2238211600e-21,-3.5885491550e-31,-3.2285898580e-16,-5.6822350430e-20,3.2285898580e-16,3.5885491550e-31,3.2285898580e-16,-1.6618111670e-18,-3.2285898580e-16
1.0000000000e-03,-2.4000000000e+00,0.0000000000e+00,0.0000000000e+00,5.9916244520e-22,-3.5790892590e-31,-3.2226086370e-16,8.4668915870e-21,3.2226086370e-16,3.5790892590e-31,3.2226086370e-16,-3.6490809010e-19,-3.2226086370e-16
1.0000000000e-03,-2.3000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.0340566260e-21,-3.5679004510e-31,-3.2156753050e-16,4.2006102550e-20,3.2156753050e-16,3.5679004510e-31,3.2156753050e-16,1.1526657570e-19,-3.2156753050e-16
1.0000000000e-03,-2.2000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.8102354680e-21,-3.5545416450e-31,-3.2075600090e-16,-6.3195502640e-21,3.2075600090e-16,3.5545416450e-31,3.2075600090e-16,-8.4631555350e-19,-3.2075600090e-16
1.0000000000e-03,-2.1000000000e+00,0.0000000000e+00,0.0000000000e+00,6.2465871780e-22,-3.5384231140e-31,-3.1979576510e-16,3.3313958660e-20,3.1979576510e-16,3.5384231140e-31,3.1979576510e-16,9.2459820140e-20,-3.1979576510e-16
1.0000000000e-03,-2.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1870342470e-22,-3.5187437960e-31,-3.1864566120e-16,5.0642895080e-20,3.1864566120e-16,3.5187437960e-31,3.1864566120e-16,3.0511740650e-19,-3.1864566120e-16
1.0000000000e-03,-1.9000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.1983248860e-21,-3.4943970210e-31,-3.1724918030e-16,-1.5952545060e-20,3.1724918030e-16,3.4943970210e-31,3.1724918030e-16,-2.6381868670e-19,-3.1724918030e-16
1.0000000000e-03,-1.8000000000e+00,0.0000000000e+00,0.0000000000e+00,4.4618479940e-22,-3.4638266760e-31,-3.1552729900e-16,-1.1933123750e-20,3.1552729900e-16,3.4638266760e-31,3.1552729900e-16,-4.9805023100e-19,-3.1552729900e-16
1.0000000000e-03,-1.7000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5680208610e-21,-3.4248051020e-31,-3.1336738390e-16,6.6053504670e-21,3.1336738390e-16,3.4248051020e-31,3.1336738390e-16,-1.3868973020e-19,-3.1336738390e-16
1.0000000000e-03,-1.6000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.8244409540e-23,-3.3740881860e-31,-3.1060584940e-16,8.9395320340e-21,3.1060584940e-16,3.3740881860e-31,3.1060584940e-16,-3.2792416210e-19,-3.1060584940e-16
1.0000000000e-03,-1.5000000000e+00,0.0000000000e+00,0.0000000000e+00,7.3939194990e-22,-3.3068827510e-31,-3.0700104340e-16,-9.8430431080e-22,3.0700104340e-16,3.3068827510e-31,3.0700104340e-16,-1.1896496860e-19,-3.0700104340e-16
1.0000000000e-03,-1.4000000000e+00,0.0000000000e+00,0.0000000000e+00,6.3740686230e-23,-3.2160466080e-31,-3.0219156470e-16,-6.3407737730e-21,3.0219156470e-16,3.2160466080e-31,3.0219156470e-16,-4.6353189820e-19,-3.0219156470e-16
1.0000000000e-03,-1.3000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.3145156410e-22,-3.0909708440e-31,-2.9563532130e-16,-8.5908325550e-21,2.9563532130e-16,3.0909708440e-31,2.9563532130e-16,9.3076218930e-20,-2.9563532130e-16
1.0000000000e-03,-1.2000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.0595529100e-22,-2.9162788380e-31,-2.8653077830e-16,-2.9614531250e-20,2.8653077830e-16,2.9162788380e-31,2.8653077830e-16,-1.6088008700e-19,-2.8653077830e-16
1.0000000000e-03,-1.1000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1926795770e-21,-2.6711244400e-31,-2.7374795150e-16,2.7637420060e-20,2.7374795150e-16,2.6711244400e-31,2.7374795150e-16,-2.6196949040e-19,-2.7374795150e-16
1.0000000000e-03,-1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5893293330e-22,-2.3320159330e-31,-2.5589263920e-16,-5.9451784760e-21,2.5589263920e-16,2.3320159330e-31,2.5589263920e-16,6.1639880500e-22,-2.5589263920e-16
1.0000000000e-03,-9.0000000000e-01,0.0000000000e+00,0.0000000000e+00,7.9548375330e-21,-1.8884082340e-31,-2.3194074450e-16,1.4485070830e-20,2.3194074450e-16,1.8884082340e-31,2.3194074450e-16,3.5751130350e-20,-2.3194074450e-16
1.0000000000e-03,-8.0000000000e-01,0.0000000000e+00,0.0000000000e+00,7.3939194990e-22,-1.3825401940e-31,-2.0317308580e-16,-5.2941674210e-21,2.0317308580e-16,1.3825401940e-31,2.0317308580e-16,-7.3967856480e-21,-2.0317308580e-16
1.0000000000e-03,-7.0000000000e-01,0.0000000000e+00,0.0000000000e+00,2.4726286670e-19,-9.2550084900e-32,-1.7470029280e-16,4.8108002970e-21,1.7470029280e-16,9.2550084900e-32,1.7470029280e-16,2.2806755500e-20,-1.7470029280e-16
1.0000000000e-03,-6.0000000000e-01,0.0000000000e+00,0.0000000000e+00,3.4845757870e-19,-6.0019393720e-32,-1.5161403390e-16,2.4174409250e-21,1.5161403390e-16,6.0019393720e-32,1.5161403390e-16,1.8491965010e-20,-1.5161403390e-16
1.0000000000e-03,-5.0000000000e-01,0.0000000000e+00,0.0000000000e+00,2.4295399620e-19,-3.9444649620e-32,-1.3466452590e-16,2.9760395420e-21,1.3466452590e-16,3.9444649620e-32,1.3466452590e-16,-6.1639900180e-21,-1.3466452590e-16
1.0000000000e-03,-4.0000000000e-01,0.0000000000e+00,0.0000000000e+00,9.6337671740e-20,-2.6918620600e-32,-1.2222162720e-16,-5.5476618270e-21,1.2222162720e-16,2.6918620600e-32,1.2222162720e-16,1.2327478490e-21,-1.2222162720e-16
1.0000000000e-03,-3.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-2.3201610500e-21,-8.0906467500e-32,-1.1280033680e-16,3.5168567890e-21,1.1280033680e-16,8.0906467510e-32,1.1280033680e-16,-1.5410792170e-20,-1.1280033680e-16
1.0000000000e-03,-2.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-1.1868515640e-20,-8.2897911080e-30,-1.0554937030e-16,-5.3003412810e-22,1.0554937030e-16,8.2897911050e-30,1.0554937030e-16,-3.9443397430e-20,-1.0554937030e-16
1.0000000000e-03,-1.0000000000e-01,0.0000000000e+00,0.0000000000e+00,8.7324739520e-21,-1.2542309940e-27,-1.0045551760e-16,-1.8561171240e-21,1.0045551760e-16,1.2542309870e-27,1.0045551760e-16,-2.2813954020e-20,-1.0045551760e-16
1.0000000000e-03,3.5589908190e-15,0.0000000000e+00,0.0000000000e+00,3.9136781050e-21,-1.8996539050e-25,-1.0370856200e-16,-1.9347522100e-21,1.0370856060e-16,1.8996535330e-25,1.0370856040e-16,-8.2004055970e-21,-1.0370855910e-16
1.0000000000e-03,1.0000000000e-01,0.0000000000e+00,0.0000000000e+00,5.4104368440e-19,-1.0150323450e-23,-1.5833376420e-16,4.1180127370e-20,1.5833365770e-16,1.0150332720e-23,1.5833382390e-16,-1.5850272140e-20,-1.5833371840e-16
1.0000000000e-03,2.0000000000e-01,0.0000000000e+00,0.0000000000e+00,2.6475327110e-19,-4.5686191410e-23,-2.3929447480e-16,-6.0510022050e-20,2.3929386260e-16,4.5685847130e-23,2.3929336450e-16,-1.3098491270e-19,-2.3929275150e-16
1.0000000000e-03,3.0000000000e-01,0.0000000000e+00,0.0000000000e+00,2.0524497920e-20,-6.8121920350e-23,-2.7705240700e-16,2.5201742460e-20,2.7705257850e-16,6.8122067490e-23,2.7705280750e-16,4.2298394990e-20,-2.7705297730e-16
1.0000000000e-03,4.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-1.7847391850e-22,-7.8526474200e-23,-2.9409328710e-16,8.3413493040e-20,2.9409701260e-16,7.8528249850e-23,2.9409786650e-16,5.5603232160e-19,-2.9410159620e-16
1.0000000000e-03,5.0000000000e-01,0.0000000000e+00,0.0000000000e+00,8.9428311720e-20,-8.3856329910e-23,-3.0324017770e-16,6.7184993760e-20,3.0324443800e-16,8.3858322530e-23,3.0324520720e-16,6.3598911040e-19,-3.0324946920e-16
1.0000000000e-03,6.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-3.8240905750e-23,-8.6900880960e-23,-3.0883679290e-16,1.7694603630e-20,3.0883851870e-16,8.6901614590e-23,3.0883862660e-16,2.3984313130e-19,-3.0884035250e-16
1.0000000000e-03,7.0000000000e-01,0.0000000000e+00,0.0000000000e+00,1.7847359420e-22,-8.8787827890e-23,-3.1258243520e-16,-5.2474447030e-20,3.1258110760e-16,8.8787034020e-23,3.1258045990e-16,-2.1945909800e-19,-3.1257913110e-16
1.0000000000e-03,8.0000000000e-01,0.0000000000e+00,0.0000000000e+00,8.9236976510e-23,-9.0032688070e-23,-3.1525152990e-16,6.4767078910e-20,3.1526295860e-16,9.0037608800e-23,3.1526374720e-16,1.6121859570e-18,-3.1527518270e-16
1.0000000000e-03,9.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-3.3145283670e-22,-9.0884427150e-23,-3.1724557320e-16,5.7804716070e-20,3.1725254570e-16,9.0887447810e-23,3.1725306730e-16,9.7131713220e-19,-3.1726003430e-16
1.0000000000e-03,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1600805540e-21,-9.1487986280e-23,-3.1878940480e-16,-7.4703354600e-20,3.1878823150e-16,9.1487236230e-23,3.1878754400e-16,-1.7312621120e-19,-3.1878636960e-16
1.0000000000e-03,1.1000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.0963398300e-21,-9.1928125030e-23,-3.2001622700e-16,1.5209203610e-20,3.2001450980e-16,9.1927484890e-23,3.2001463820e-16,-2.2532211470e-19,-3.2001291750e-16
1.0000000000e-03,1.2000000000e+00,0.0000000000e+00,0.0000000000e+00,-7.6488824860e-22,-9.2253774490e-23,-3.2101540650e-16,-4.9768738500e-20,3.2100995200e-16,9.2251404660e-23,3.2100952090e-16,-7.5345578570e-19,-3.2100406670e-16
1.0000000000e-03,1.3000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.1191094220e-22,-9.2497956650e-23,-3.2184305370e-16,-4.5179631140e-20,3.2183368080e-16,9.2493941060e-23,3.2183307280e-16,-1.3221853940e-18,-3.2182369890e-16
1.0000000000e-03,1.4000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5297745250e-22,-9.2685144750e-23,-3.2253931460e-16,1.5889928600e-21,3.2253433740e-16,9.2683122180e-23,3.2253428320e-16,-6.9460220050e-19,-3.2252930850e-16
1.0000000000e-03,1.5000000000e+00,0.0000000000e+00,0.0000000000e+00,2.5496306180e-23,-9.2829197460e-23,-3.2313252720e-16,1.1037499150e-19,3.2313614100e-16,9.2830921870e-23,3.2313682060e-16,4.6550087930e-19,-3.2314043890e-16
1.0000000000e-03,1.6000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2748330700e-23,-9.2934640720e-23,-3.2364578050e-16,-2.6688794560e-20,3.2363774080e-16,9.2931362920e-23,3.2363761160e-16,-1.0872815470e-18,-3.2362957420e-16
1.0000000000e-03,1.7000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9320648160e-22,-9.3017110620e-23,-3.2409242520e-16,-1.0329804850e-19,3.2408301350e-16,9.3012862030e-23,3.2408182730e-16,-1.3612356860e-18,-3.2407241340e-16
1.0000000000e-03,1.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.6771090510e-22,-9.3082491190e-23,-3.2448389550e-16,-5.6867251030e-20,3.2448483390e-16,9.3082665440e-23,3.2448433060e-16,1.1901704980e-19,-3.2448526610e-16
1.0000000000e-03,1.9000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2748208860e-23,-9.3127220670e-23,-3.2483078050e-16,-7.5139249170e-20,3.2482463310e-16,9.3124576200e-23,3.2482417230e-16,-8.3653215930e-19,-3.2481802380e-16
1.0000000000e-03,2.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.6771088700e-22,-9.3153941310e-23,-3.2513955540e-16,-5.0773905900e-20,3.2510790580e-16,9.3141021040e-23,3.2510723940e-16,-4.3958751780e-18,-3.2507559320e-16
1.0000000000e-03,2.1000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3343633560e-22,-9.3181651030e-23,-3.2541553380e-16,8.1690578560e-20,3.2539809700e-16,9.3174784910e-23,3.2539834680e-16,-2.4388643160e-18,-3.2538091270e-16
1.0000000000e-03,2.2000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.0794011910e-22,-9.3208703750e-23,-3.2566541700e-16,4.3145251980e-20,3.2568663090e-16,9.3217334750e-23,3.2568703670e-16,2.9304839630e-18,-3.2570824570e-16
1.0000000000e-03,2.3000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5694783480e-22,-9.3216764430e-23,-3.2589137000e-16,5.9946889200e-20,3.2590875010e-16,9.3223915880e-23,3.2590929780e-16,2.3969391940e-18,-3.2592668310e-16
1.0000000000e-03,2.4000000000e+00,0.0000000000e+00,0.0000000000e+00,9.1786590150e-22,-9.3213454300e-23,-3.2609730350e-16,2.5769867080e-20,3.2608950480e-16,9.3210393130e-23,3.2608962310e-16,-1.0911631660e-18,-3.2608182570e-16
1.0000000000e-03,2.5000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0397061040e-22,-9.3211808270e-23,-3.2628496020e-16,5.9900906680e-20,3.2627400470e-16,9.3207495760e-23,3.2627413220e-16,-1.5614034270e-18,-3.2626317250e-16
1.0000000000e-03,2.6000000000e+00,0.0000000000e+00,0.0000000000e+00,2.6771083460e-22,-9.3205510420e-23,-3.2645724840e-16,6.2551898740e-20,3.2643930540e-16,9.3198641430e-23,3.2643998890e-16,-2.4641520030e-18,-3.2642204600e-16
1.0000000000e-03,2.7000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.1870353800e-22,-9.3203418150e-23,-3.2661644720e-16,-2.6586935160e-20,3.2661585060e-16,9.3202972570e-23,3.2661532690e-16,-1.3461812040e-19,-3.2661472860e-16
1.0000000000e-03,2.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.5496330250e-23,-9.3193787670e-23,-3.2676218770e-16,5.9671031010e-20,3.2676305520e-16,9.3194421370e-23,3.2676378200e-16,1.7360638310e-19,-3.2676464540e-16
1.0000000000e-03,2.9000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5297769110e-22,-9.3170608340e-23,-3.2689717960e-16,1.3196092790e-19,3.2685908250e-16,9.3155719130e-23,3.2685969140e-16,-5.3290537010e-18,-3.2682160560e-16
1.0000000000e-03,3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4793572930e-19,-9.3169181500e-23,-3.2702311300e-16,1.1563103740e-19,3.2702734100e-16,9.3171273830e-23,3.2702838370e-16,6.0903574120e-19,-3.2703261550e-16
1.0000000000e-03,3.1000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6801254010e-20,-9.3151851820e-23,-3.2714013110e-16,1.2836788730e-19,3.2713618390e-16,9.3150758040e-23,3.2713737410e-16,-5.2211176630e-19,-3.2713342630e-16
1.0000000000e-03,3.2000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9549315470e-19,-9.3139847960e-23,-3.2725044440e-16,-1.6346716890e-20,3.2725947680e-16,9.3143271890e-23,3.2725907950e-16,1.2147184190e-18,-3.2726810920e-16
1.0000000000e-03,3.3000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6992052300e-19,-9.3117746690e-23,-3.2735149110e-16,1.4081536230e-19,3.2734441920e-16,9.3115432460e-23,3.2734565110e-16,-9.4783084530e-19,-3.2733857750e-16
1.0000000000e-03,3.4000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2803843730e-18,-9.3102989260e-23,-3.2744743750e-16,1.1423774530e-19,3.2745091340e-16,9.3104638430e-23,3.2745160140e-16,4.6751925060e-19,-3.2745507610e-16
1.0000000000e-03,3.5000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2901252350e-18,-9.3088443750e-23,-3.2753769110e-16,6.6525486940e-20,3.2755444930e-16,9.3095296470e-23,3.2755500150e-16,2.3350453870e-18,-3.2757176450e-16
1.0000000000e-03,3.6000000000e+00,0.0000000000e+00,0.0000000000e+00,6.2290021340e-19,-9.3057714190e-23,-3.2762236540e-16,5.3273700050e-20,3.2759763740e-16,9.3048157840e-23,3.2759820980e-16,-3.4082027500e-18,-3.2757348880e-16
1.0000000000e-03,3.7000000000e+00,0.0000000000e+00,0.0000000000e+00,2.6087838500e-19,-9.3047560790e-23,-3.2770242640e-16,3.6528771130e-21,3.2770959130e-16,9.3050257590e-23,3.2770924580e-16,9.4751624810e-19,-3.2771641070e-16
1.0000000000e-03,3.8000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9675572670e-18,-9.3028504810e-23,-3.2777714910e-16,7.4738935710e-20,3.2778718600e-16,9.3032856160e-23,3.2778815760e-16,1.4580813930e-18,-3.2779819610e-16
1.0000000000e-03,3.9000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3374348310e-21,-9.3000854880e-23,-3.2785041630e-16,-2.2276838580e-19,3.2783017400e-16,9.2992054320e-23,3.2782813900e-16,-2.8801967010e-18,-3.2780789450e-16
1.0000000000e-03,4.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9111384040e-18,-9.2980007410e-23,-3.2791541310e-16,1.0359082060e-19,3.2789567070e-16,9.2972693110e-23,3.2789688960e-16,-2.6787753140e-18,-3.2787715220e-16
1.0000000000e-03,4.1000000000e+00,0.0000000000e+00,0.0000000000e+00,2.8797848600e-19,-9.2952047210e-23,-3.2798113770e-16,-1.5690446830e-19,3.2793132030e-16,9.2931756790e-23,3.2792972430e-16,-6.9972934560e-18,-3.2787992100e-16
1.0000000000e-03,4.2000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1142743370e-19,-9.2947140450e-23,-3.2804130480e-16,-9.3555317290e-20,3.2804616380e-16,9.2949177710e-23,3.2804646830e-16,8.1020643630e-19,-3.2805132580e-16
1.0000000000e-03,4.3000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3882271400e-20,-9.2922688200e-23,-3.2809830280e-16,-5.6008780180e-21,3.2808924050e-16,9.2919248430e-23,3.2808958040e-16,-1.2085554560e-18,-3.2808052270e-16
1.0000000000e-03,4.4000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0116725500e-19,-9.2902316830e-23,-3.2815161710e-16,2.0854863130e-19,3.2814424080e-16,9.2899944520e-23,3.2814559910e-16,-1.0482684760e-18,-3.2813822200e-16
1.0000000000e-03,4.5000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0962249910e-18,-9.2888840960e-23,-3.2820645460e-16,-1.4960310290e-19,3.2821925680e-16,9.2893452880e-23,3.2821815800e-16,1.7857869320e-18,-3.2823096200e-16
1.0000000000e-03,4.6000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7803321560e-18,-9.2855292930e-23,-3.2825493800e-16,4.2296199270e-20,3.2822227740e-16,9.2842564360e-23,3.2822262020e-16,-4.5406180170e-18,-3.2818996540e-16
1.0000000000e-03,4.7000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0532885740e-20,-9.2849908480e-23,-3.2830354030e-16,-9.5549821810e-20,3.2832130420e-16,9.2856585780e-23,3.2832049790e-16,2.4594348210e-18,-3.2833826370e-16
1.0000000000e-03,4.8000000000e+00,0.0000000000e+00,0.0000000000e+00,9.1070611070e-19,-9.2807652050e-23,-3.2834988940e-16,-2.1196889970e-19,3.2828761380e-16,9.2782374900e-23,3.2828565630e-16,-8.7433709240e-18,-3.2822340370e-16
1.0000000000e-03,4.9000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2206189030e-20,-9.2810979820e-23,-3.2839250270e-16,-8.1186119640e-20,3.2841335160e-16,9.2819056850e-23,3.2841303000e-16,2.9543924070e-18,-3.2843388130e-16
1.0000000000e-03,5.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5659701670e-19,-9.2795716030e-23,-3.2843480080e-16,-1.6336390380e-19,3.2847048110e-16,9.2809802820e-23,3.2847061280e-16,5.1634046280e-18,-3.2850629560e-16
