Frequency,Anode Voltage,Anode Current,Cathode Voltage,Cathode Current,G Anode>Cathode,C Anode>Cathode
1.00E+04,6.00E-01,0.00E+00,0.00E+00,-2.93E-22,2.14E-14,9.16E-17
1.00E+04,6.50E-01,0.00E+00,0.00E+00,-2.17E-22,2.16E-14,9.16E-17
1.00E+04,7.00E-01,0.00E+00,0.00E+00,-1.45E-21,2.17E-14,9.17E-17
1.00E+04,7.50E-01,0.00E+00,0.00E+00,4.33E-22,2.18E-14,9.17E-17
1.00E+04,8.00E-01,0.00E+00,0.00E+00,-5.74E-22,2.19E-14,9.17E-17
1.00E+04,8.50E-01,0.00E+00,0.00E+00,-7.78E-22,2.20E-14,9.17E-17
1.00E+04,9.00E-01,0.00E+00,0.00E+00,2.80E-22,2.21E-14,9.18E-17
1.00E+04,9.50E-01,0.00E+00,0.00E+00,-3.82E-22,2.22E-14,9.18E-17
1.00E+04,1.00E+00,0.00E+00,0.00E+00,-9.31E-22,2.22E-14,9.18E-17
1.00E+04,1.05E+00,0.00E+00,0.00E+00,5.86E-22,2.23E-14,9.18E-17
1.00E+04,1.10E+00,0.00E+00,0.00E+00,-6.25E-22,2.24E-14,9.19E-17
1.00E+04,1.15E+00,0.00E+00,0.00E+00,5.99E-22,2.24E-14,9.19E-17
1.00E+04,1.20E+00,0.00E+00,0.00E+00,-8.92E-22,2.25E-14,9.19E-17
1.00E+04,1.25E+00,0.00E+00,0.00E+00,-6.25E-22,2.25E-14,9.19E-17
1.00E+04,1.30E+00,0.00E+00,0.00E+00,-9.69E-22,2.26E-14,9.19E-17
1.00E+04,1.35E+00,0.00E+00,0.00E+00,4.97E-22,2.26E-14,9.20E-17
1.00E+04,1.40E+00,0.00E+00,0.00E+00,-1.45E-21,2.26E-14,9.20E-17
1.00E+04,1.45E+00,0.00E+00,0.00E+00,5.28E-19,2.27E-14,9.20E-17
1.00E+04,1.50E+00,0.00E+00,0.00E+00,3.79E-19,2.27E-14,9.20E-17
1.00E+04,1.55E+00,0.00E+00,0.00E+00,2.95E-19,2.28E-14,9.20E-17
1.00E+04,1.60E+00,0.00E+00,0.00E+00,3.81E-19,2.28E-14,9.20E-17
1.00E+04,1.65E+00,0.00E+00,0.00E+00,1.33E-19,2.28E-14,9.21E-17
1.00E+04,1.70E+00,0.00E+00,0.00E+00,2.20E-20,2.28E-14,9.21E-17
1.00E+04,1.75E+00,0.00E+00,0.00E+00,8.30E-20,2.29E-14,9.21E-17
1.00E+04,1.80E+00,0.00E+00,0.00E+00,1.08E-19,2.29E-14,9.21E-17
1.00E+04,1.85E+00,0.00E+00,0.00E+00,1.66E-19,2.29E-14,9.21E-17
1.00E+04,1.90E+00,0.00E+00,0.00E+00,1.24E-20,2.30E-14,9.21E-17
1.00E+04,1.95E+00,0.00E+00,0.00E+00,5.32E-21,2.30E-14,9.21E-17
1.00E+04,2.00E+00,0.00E+00,0.00E+00,1.06E-19,2.30E-14,9.21E-17
