Frequency,Anode Voltage,Anode Current,Cathode Voltage,Cathode Current,G Anode>Cathode,C Anode>Cathode
1.00E+00,-2.00E-01,0.00E+00,0.00E+00,-2.17E-22,8.29E-24,1.06E-16
1.00E+00,-1.50E-01,0.00E+00,0.00E+00,-6.37E-23,1.00E-22,1.03E-16
1.00E+00,-1.00E-01,0.00E+00,0.00E+00,-2.33E-21,1.25E-21,1.00E-16
1.00E+00,-5.00E-02,0.00E+00,0.00E+00,-3.82E-23,1.58E-20,9.98E-17
1.00E+00,3.10E-16,0.00E+00,0.00E+00,-1.06E-21,1.90E-19,1.04E-16
1.00E+00,5.00E-02,0.00E+00,0.00E+00,-7.52E-22,1.83E-18,1.21E-16
1.00E+00,1.00E-01,0.00E+00,0.00E+00,2.07E-20,1.01E-17,1.58E-16
1.00E+00,1.50E-01,0.00E+00,0.00E+00,-3.19E-22,2.76E-17,2.04E-16
1.00E+00,2.00E-01,0.00E+00,0.00E+00,6.52E-20,4.56E-17,2.39E-16
1.00E+00,2.50E-01,0.00E+00,0.00E+00,2.84E-21,5.89E-17,2.62E-16
1.00E+00,3.00E-01,0.00E+00,0.00E+00,1.27E-21,6.79E-17,2.76E-16
1.00E+00,3.50E-01,0.00E+00,0.00E+00,5.61E-22,7.40E-17,2.86E-16
1.00E+00,4.00E-01,0.00E+00,0.00E+00,6.12E-22,7.82E-17,2.93E-16
1.00E+00,4.50E-01,0.00E+00,0.00E+00,5.23E-22,8.13E-17,2.98E-16
1.00E+00,5.00E-01,0.00E+00,0.00E+00,5.23E-22,8.35E-17,3.02E-16
1.00E+00,5.50E-01,0.00E+00,0.00E+00,-1.40E-22,8.52E-17,3.05E-16
1.00E+00,6.00E-01,0.00E+00,0.00E+00,2.80E-22,8.66E-17,3.08E-16
1.00E+00,6.50E-01,0.00E+00,0.00E+00,2.93E-22,8.76E-17,3.10E-16
1.00E+00,7.00E-01,0.00E+00,0.00E+00,7.14E-22,8.84E-17,3.12E-16
1.00E+00,7.50E-01,0.00E+00,0.00E+00,-6.37E-23,8.91E-17,3.13E-16
1.00E+00,8.00E-01,0.00E+00,0.00E+00,-4.72E-22,8.97E-17,3.14E-16
1.00E+00,8.50E-01,0.00E+00,0.00E+00,8.41E-22,9.01E-17,3.15E-16
1.00E+00,9.00E-01,0.00E+00,0.00E+00,5.74E-22,9.05E-17,3.16E-16
1.00E+00,9.50E-01,0.00E+00,0.00E+00,7.65E-23,9.08E-17,3.17E-16
1.00E+00,1.00E+00,0.00E+00,0.00E+00,-6.88E-22,9.11E-17,3.18E-16
1.00E+00,1.05E+00,0.00E+00,0.00E+00,2.29E-22,9.13E-17,3.18E-16
1.00E+00,1.10E+00,0.00E+00,0.00E+00,-2.42E-22,9.16E-17,3.19E-16
1.00E+00,1.15E+00,0.00E+00,0.00E+00,3.19E-22,9.17E-17,3.20E-16
1.00E+00,1.20E+00,0.00E+00,0.00E+00,7.78E-22,9.19E-17,3.20E-16
1.00E+00,1.25E+00,0.00E+00,0.00E+00,4.72E-22,9.20E-17,3.21E-16
1.00E+00,1.30E+00,0.00E+00,0.00E+00,-2.17E-22,9.21E-17,3.21E-16
1.00E+00,1.35E+00,0.00E+00,0.00E+00,6.12E-22,9.22E-17,3.21E-16
1.00E+00,1.40E+00,0.00E+00,0.00E+00,-2.68E-22,9.23E-17,3.22E-16
1.00E+00,1.45E+00,0.00E+00,0.00E+00,2.40E-19,9.24E-17,3.22E-16
1.00E+00,1.50E+00,0.00E+00,0.00E+00,1.28E-19,9.25E-17,3.22E-16
1.00E+00,1.55E+00,0.00E+00,0.00E+00,2.44E-19,9.25E-17,3.22E-16
1.00E+00,1.60E+00,0.00E+00,0.00E+00,4.77E-20,9.26E-17,3.23E-16
1.00E+00,1.65E+00,0.00E+00,0.00E+00,9.60E-20,9.26E-17,3.23E-16
1.00E+00,1.70E+00,0.00E+00,0.00E+00,7.43E-20,9.26E-17,3.23E-16
1.00E+00,1.75E+00,0.00E+00,0.00E+00,5.36E-20,9.27E-17,3.23E-16
1.00E+00,1.80E+00,0.00E+00,0.00E+00,9.05E-20,9.27E-17,3.24E-16
1.00E+00,1.85E+00,0.00E+00,0.00E+00,3.50E-19,9.27E-17,3.24E-16
1.00E+00,1.90E+00,0.00E+00,0.00E+00,1.12E-19,9.27E-17,3.24E-16
1.00E+00,1.95E+00,0.00E+00,0.00E+00,6.25E-21,9.28E-17,3.24E-16
1.00E+00,2.00E+00,0.00E+00,0.00E+00,1.53E-19,9.28E-17,3.24E-16
