"Frequency","Anode Voltage","Anode Current","Cathode Voltage","Cathode Current","G Anode>Anode","C Anode>Anode","G Cathode>Anode","C Cathode>Anode","G Anode>Cathode","C Anode>Cathode","G Cathode>Cathode","C Cathode>Cathode"
1.0000000000e-03,-3.3000000000e+00,0.0000000000e+00,0.0000000000e+00,6.6927716730e-23,-1.9650759930e-30,-3.2563816800e-16,9.8183395620e-21,3.2563816800e-16,1.9650759930e-30,3.2563816800e-16,-3.0242066170e-19,-3.2563816800e-16
1.0000000000e-03,-3.2000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1870226820e-24,-1.9637151900e-30,-3.2539478820e-16,1.3579989050e-20,3.2539478820e-16,1.9637151900e-30,3.2539478820e-16,-6.8058132600e-19,-3.2539478820e-16
1.0000000000e-03,-3.1000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.0992577290e-23,-1.9621583690e-30,-3.2512602780e-16,-2.0357779950e-21,3.2512602780e-16,1.9621583690e-30,3.2512602780e-16,1.5556364740e-18,-3.2512602780e-16
1.0000000000e-03,-3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3226193200e-22,-1.9603706290e-30,-3.2482785070e-16,-6.0284538230e-20,3.2482785070e-16,1.9603706290e-30,3.2482785070e-16,-9.2945234210e-19,-3.2482785070e-16
1.0000000000e-03,-2.9000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2429433220e-22,-1.9583090300e-30,-3.2449534490e-16,2.1788878390e-20,3.2449534490e-16,1.9583090300e-30,3.2449534490e-16,-2.0454423710e-18,-3.2449534490e-16
1.0000000000e-03,-2.8000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2787292270e-22,-1.9559202550e-30,-3.2412247720e-16,2.3293212750e-20,3.2412247720e-16,1.9559202550e-30,3.2412247720e-16,1.7012606930e-19,-3.2412247720e-16
1.0000000000e-03,-2.7000000000e+00,0.0000000000e+00,0.0000000000e+00,4.8920972690e-22,-1.9531374610e-30,-3.2370176430e-16,4.4944516910e-20,3.2370176430e-16,1.9531374610e-30,3.2370176430e-16,-5.3911780100e-19,-3.2370176430e-16
1.0000000000e-03,-2.6000000000e+00,0.0000000000e+00,0.0000000000e+00,8.8758900170e-22,-1.9498759480e-30,-3.2322382360e-16,-1.2770843360e-20,3.2322382360e-16,1.9498759480e-30,3.2322382360e-16,1.2744045240e-19,-3.2322382360e-16
1.0000000000e-03,-2.5000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4899384460e-21,-1.9460271350e-30,-3.2267675160e-16,-3.6756794650e-20,3.2267675160e-16,1.9460271350e-30,3.2267675160e-16,-1.3525330690e-18,-3.2267675160e-16
1.0000000000e-03,-2.4000000000e+00,0.0000000000e+00,0.0000000000e+00,3.2380266730e-21,-1.9414500370e-30,-3.2204525020e-16,-1.0177888290e-20,3.2204525020e-16,1.9414500370e-30,3.2204525020e-16,-3.2838646130e-19,-3.2204525020e-16
1.0000000000e-03,-2.3000000000e+00,0.0000000000e+00,0.0000000000e+00,6.0601453720e-21,-1.9359590100e-30,-3.2130937550e-16,-1.1978477070e-20,3.2130937550e-16,1.9359590100e-30,3.2130937550e-16,-5.8057062060e-19,-3.2130937550e-16
1.0000000000e-03,-2.2000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2354537740e-20,-1.9293058090e-30,-3.2044271470e-16,2.4067553400e-20,3.2044271470e-16,1.9293058090e-30,3.2044271470e-16,4.5613511250e-19,-3.2044271470e-16
1.0000000000e-03,-2.1000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4341654000e-22,-1.9211527620e-30,-3.1940967260e-16,-9.0955880800e-21,3.1940967260e-16,1.9211527620e-30,3.1940967260e-16,5.0398306980e-19,-3.1940967260e-16
1.0000000000e-03,-2.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.2147172820e-23,-1.9110318410e-30,-3.1816134230e-16,4.9665513210e-20,3.1816134230e-16,1.9110318410e-30,3.1816134230e-16,7.4892454290e-19,-3.1816134230e-16
1.0000000000e-03,-1.9000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.8683311090e-23,-1.8982807020e-30,-3.1662906800e-16,1.2350812570e-20,3.1662906800e-16,1.8982807020e-30,3.1662906800e-16,5.0236502150e-20,-3.1662906800e-16
1.0000000000e-03,-1.8000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4456413190e-23,-1.8819402780e-30,-3.1471414350e-16,-4.0388098030e-20,3.1471414350e-16,1.8819402780e-30,3.1471414350e-16,-5.9682813910e-19,-3.1471414350e-16
1.0000000000e-03,-1.7000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3704245340e-22,-1.8605863870e-30,-3.1227085390e-16,-2.6929336450e-20,3.1227085390e-16,1.8605863870e-30,3.1227085390e-16,-7.0500612900e-20,-3.1227085390e-16
1.0000000000e-03,-1.6000000000e+00,0.0000000000e+00,0.0000000000e+00,7.6488828750e-23,-1.8320450600e-30,-3.0907770080e-16,3.1521477420e-20,3.0907770080e-16,1.8320450600e-30,3.0907770080e-16,-1.9878861400e-20,-3.0907770080e-16
1.0000000000e-03,-1.5000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0676565450e-22,-1.7928968720e-30,-3.0478696470e-16,9.3020764080e-21,3.0478696470e-16,1.7928968720e-30,3.0478696470e-16,3.0226656190e-19,-3.0478696470e-16
1.0000000000e-03,-1.4000000000e+00,0.0000000000e+00,0.0000000000e+00,9.2423990320e-23,-1.7375857620e-30,-2.9883310330e-16,-3.1214143330e-20,2.9883310330e-16,1.7375857620e-30,2.9883310330e-16,9.3538517750e-20,-2.9883310330e-16
1.0000000000e-03,-1.3000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3066839060e-22,-1.6567566490e-30,-2.9025966220e-16,-1.3826610650e-20,2.9025966220e-16,1.6567566490e-30,2.9025966220e-16,2.5195300840e-20,-2.9025966220e-16
1.0000000000e-03,-1.2000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6158262660e-21,-1.5340314710e-30,-2.7737855020e-16,-1.5420654670e-20,2.7737855020e-16,1.5340314710e-30,2.7737855020e-16,-1.5317510230e-19,-2.7737855020e-16
1.0000000000e-03,-1.1000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5231300490e-20,-1.3398560740e-30,-2.5710033930e-16,2.2250853010e-20,2.5710033930e-16,1.3398560740e-30,2.5710033930e-16,6.9113715480e-20,-2.5710033930e-16
1.0000000000e-03,-1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.8244414370e-23,-1.0250319960e-30,-2.2403558400e-16,6.9356904350e-21,2.2403558400e-16,1.0250319960e-30,2.2403558400e-16,1.9262462840e-20,-2.2403558400e-16
1.0000000000e-03,-9.0000000000e-01,0.0000000000e+00,0.0000000000e+00,1.2429434770e-22,-5.6432575910e-31,-1.7347753420e-16,2.6305298660e-21,1.7347753420e-16,5.6432575910e-31,1.7347753420e-16,5.1623394200e-21,-1.7347753420e-16
1.0000000000e-03,-8.0000000000e-01,0.0000000000e+00,0.0000000000e+00,5.2586069160e-23,-1.6039302350e-31,-1.2131384590e-16,-4.6229900670e-22,1.2131384590e-16,1.6039302350e-31,1.2131384590e-16,4.0836422160e-21,-1.2131384590e-16
1.0000000000e-03,-7.0000000000e-01,0.0000000000e+00,0.0000000000e+00,2.9541277200e-18,-2.5373589890e-32,-9.6041376780e-17,6.3085940170e-22,9.6041376780e-17,2.5373589890e-32,9.6041376780e-17,-1.5024812070e-21,-9.6041376780e-17
1.0000000000e-03,-6.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-7.7126203370e-22,-4.0364868100e-33,-8.9089169120e-17,2.0696275720e-22,8.9089169120e-17,4.0364868100e-33,8.9089169120e-17,7.3205993850e-22,-8.9089169120e-17
1.0000000000e-03,-5.0000000000e-01,0.0000000000e+00,0.0000000000e+00,7.4895316930e-23,-8.5205170370e-33,-8.7270835240e-17,1.2086647590e-22,8.7270835240e-17,8.5205170370e-33,8.7270835240e-17,4.6451814170e-22,-8.7270835240e-17
1.0000000000e-03,-4.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-6.1079449820e-18,-1.1523642640e-30,-8.6771543770e-17,-8.9948790220e-23,8.6771543770e-17,1.1523642640e-30,8.6771543770e-17,3.1475903400e-22,-8.6771543770e-17
1.0000000000e-03,-3.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-8.2103615040e-20,-1.9546153570e-28,-8.7736757490e-17,-5.0732125750e-23,8.7736757490e-17,1.9546153570e-28,8.7736757490e-17,3.0459059160e-22,-8.7736757490e-17
1.0000000000e-03,-2.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-4.7805491250e-24,-2.8016331940e-26,-1.0327950490e-16,2.4477832830e-21,1.0327950480e-16,2.8016332000e-26,1.0327950490e-16,-5.8323823190e-22,-1.0327950490e-16
1.0000000000e-03,-1.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-4.2228207880e-23,-7.4035134240e-25,-1.7964793890e-16,4.4626775540e-20,1.7964794060e-16,7.4035142980e-25,1.7964794990e-16,3.2360149830e-20,-1.7964795160e-16
1.0000000000e-03,3.5589908190e-15,0.0000000000e+00,0.0000000000e+00,7.9244761490e-20,-2.0589211350e-24,-2.4774007360e-16,5.8655771220e-20,2.4774008200e-16,2.0589214850e-24,2.4774010090e-16,5.8962761980e-20,-2.4774010930e-16
1.0000000000e-03,1.0000000000e-01,0.0000000000e+00,0.0000000000e+00,3.5055131430e-23,-2.7946407250e-24,-2.7807927310e-16,5.0942625670e-20,2.7807932050e-16,2.7946416770e-24,2.7807933790e-16,1.9280345050e-19,-2.7807938520e-16
1.0000000000e-03,2.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-4.6211979060e-23,-3.1728245770e-24,-2.9311131800e-16,5.7653644670e-20,2.9311126710e-16,3.1728241280e-24,2.9311128900e-16,-1.6042112550e-19,-2.9311123820e-16
1.0000000000e-03,3.0000000000e-01,0.0000000000e+00,0.0000000000e+00,6.1438722670e-21,-3.3896620230e-24,-3.0181189460e-16,-3.3301967300e-20,3.0181198520e-16,3.3896633120e-24,3.0181197560e-16,3.1338722780e-19,-3.0181206620e-16
1.0000000000e-03,4.0000000000e-01,0.0000000000e+00,0.0000000000e+00,3.6246881120e-23,-3.5262588080e-24,-3.0741237310e-16,-2.1540681530e-20,3.0741228110e-16,3.5262572830e-24,3.0741227870e-16,-2.9941087380e-19,-3.0741218670e-16
1.0000000000e-03,5.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-1.7528351870e-23,-3.6184693930e-24,-3.1128723940e-16,4.3603212120e-21,3.1128707650e-16,3.6184667390e-24,3.1128707660e-16,-5.5195860580e-19,-3.1128691380e-16
1.0000000000e-03,6.0000000000e-01,0.0000000000e+00,0.0000000000e+00,2.7877876200e-24,-3.6839993450e-24,-3.1411039750e-16,7.0675731160e-20,3.1411073410e-16,3.6840052160e-24,3.1411075540e-16,1.1246520710e-18,-3.1411109190e-16
1.0000000000e-03,7.0000000000e-01,0.0000000000e+00,0.0000000000e+00,4.0234426650e-23,-3.7324238420e-24,-3.1624884830e-16,1.9740210530e-20,3.1624902990e-16,3.7324268260e-24,3.1624902940e-16,5.8230152720e-19,-3.1624921100e-16
1.0000000000e-03,8.0000000000e-01,0.0000000000e+00,0.0000000000e+00,7.9677214980e-24,-3.7693396890e-24,-3.1791855520e-16,-1.2698347690e-20,3.1791876340e-16,3.7693429810e-24,3.1791875440e-16,6.7275187650e-19,-3.1791896250e-16
1.0000000000e-03,9.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-4.7808483160e-24,-3.7981893920e-24,-3.1925445850e-16,7.7041421370e-20,3.1925434340e-16,3.7981879580e-24,3.1925437200e-16,-3.6331496040e-19,-3.1925425690e-16
1.0000000000e-03,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5138286650e-23,-3.8212118620e-24,-3.2034507090e-16,-4.0636151770e-20,3.2034483510e-16,3.8212077110e-24,3.2034482080e-16,-7.8401293160e-19,-3.2034458510e-16
1.0000000000e-03,1.1000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.9838541950e-24,-3.8399059680e-24,-3.2125047800e-16,-6.6813770110e-20,3.2125045760e-16,3.8399053640e-24,3.2125044170e-16,-5.2634143190e-20,-3.2125042130e-16
1.0000000000e-03,1.2000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.9122333650e-23,-3.8553066030e-24,-3.2201293750e-16,7.2405856320e-20,3.2201309840e-16,3.8553099160e-24,3.2201313650e-16,5.8193777750e-19,-3.2201329740e-16
1.0000000000e-03,1.3000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.9839685520e-24,-3.8681571650e-24,-3.2266307470e-16,1.2805563490e-20,3.2266342120e-16,3.8681629250e-24,3.2266342050e-16,1.1231486650e-18,-3.2266376700e-16
1.0000000000e-03,1.4000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.6333477880e-23,-3.8789853480e-24,-3.2322332920e-16,7.1748910370e-20,3.2322291400e-16,3.8789787150e-24,3.2322293130e-16,-1.3778684900e-18,-3.2322251610e-16
1.0000000000e-03,1.5000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.2707592960e-23,-3.8882095110e-24,-3.2371075570e-16,1.3046385100e-21,3.2370983390e-16,3.8881938170e-24,3.2370981470e-16,-3.0884064950e-18,-3.2370889300e-16
1.0000000000e-03,1.6000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.5057369750e-23,-3.8961411690e-24,-3.2413829420e-16,5.9254986280e-20,3.2413775130e-16,3.8961322550e-24,3.2413776000e-16,-1.8108530530e-18,-3.2413721700e-16
1.0000000000e-03,1.7000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8325342190e-23,-3.9030065830e-24,-3.2451610210e-16,1.7980284500e-19,3.2451606450e-16,3.9030067200e-24,3.2451611040e-16,-1.5284046140e-19,-3.2451607270e-16
1.0000000000e-03,1.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.5496338750e-23,-3.9089896330e-24,-3.2485227680e-16,5.5582620460e-20,3.2485276560e-16,3.9089981510e-24,3.2485278690e-16,1.6156926080e-18,-3.2485327570e-16
1.0000000000e-03,1.9000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3106007200e-23,-3.9142240520e-24,-3.2515308750e-16,1.0617693150e-19,3.2515335000e-16,3.9142288740e-24,3.2515337620e-16,8.3949273060e-19,-3.2515363870e-16
1.0000000000e-03,2.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.3463884910e-23,-3.9188350230e-24,-3.2542382470e-16,-5.9894995360e-20,3.2542369140e-16,3.9188326440e-24,3.2542368230e-16,-4.0635198420e-19,-3.2542354900e-16
1.0000000000e-03,2.1000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7528684500e-23,-3.9229403500e-24,-3.2566854180e-16,1.0964729710e-19,3.2567005920e-16,3.9229664510e-24,3.2567010390e-16,5.0034451370e-18,-3.2567162140e-16
1.0000000000e-03,2.2000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.9919213040e-24,-3.9265577510e-24,-3.2589094570e-16,-1.3089990010e-19,3.2589096140e-16,3.9265571540e-24,3.2589091000e-16,1.4135130770e-20,-3.2589092570e-16
1.0000000000e-03,2.3000000000e+00,0.0000000000e+00,0.0000000000e+00,3.9834490060e-25,-3.9297906960e-24,-3.2609368630e-16,8.5333374770e-21,3.2609273370e-16,3.9297745420e-24,3.2609271980e-16,-3.1716692200e-18,-3.2609176720e-16
1.0000000000e-03,2.4000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.7089759380e-23,-3.9326861030e-24,-3.2627935020e-16,-1.2804314930e-20,3.2627728730e-16,3.9326515510e-24,3.2627728300e-16,-6.7515822320e-18,-3.2627522010e-16
1.0000000000e-03,2.5000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.8325459590e-23,-3.9353307420e-24,-3.2644985240e-16,2.2149310800e-19,3.2645028270e-16,3.9353390550e-24,3.2645034970e-16,1.4055585650e-18,-3.2645078010e-16
1.0000000000e-03,2.6000000000e+00,0.0000000000e+00,0.0000000000e+00,-7.1708246380e-24,-3.9376896510e-24,-3.2660708820e-16,1.8310837350e-19,3.2660744700e-16,3.9376967170e-24,3.2660751090e-16,1.1998722270e-18,-3.2660786970e-16
1.0000000000e-03,2.7000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.1512422810e-23,-3.9398061050e-24,-3.2675249490e-16,1.6148958630e-20,3.2675128640e-16,3.9397859180e-24,3.2675128730e-16,-3.9665292100e-18,-3.2675007880e-16
1.0000000000e-03,2.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.3902479680e-24,-3.9417731010e-24,-3.2688725060e-16,2.8405286420e-20,3.2688862020e-16,3.9417962140e-24,3.2688863320e-16,4.4940279280e-18,-3.2689000270e-16
1.0000000000e-03,2.9000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6261416880e-21,-3.9435006120e-24,-3.2701257130e-16,-1.6268032590e-19,3.2701116330e-16,3.9434761230e-24,3.2701110660e-16,-4.6288762080e-18,-3.2700969850e-16
1.0000000000e-03,3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.6253314530e-21,-3.9451368640e-24,-3.2712921590e-16,7.9939135730e-20,3.2713061030e-16,3.9451606960e-24,3.2713064140e-16,4.5830944840e-18,-3.2713203580e-16
1.0000000000e-03,3.1000000000e+00,0.0000000000e+00,0.0000000000e+00,4.9001355390e-21,-3.9465717650e-24,-3.2723828730e-16,-1.3135939720e-19,3.2723716880e-16,3.9465523150e-24,3.2723712390e-16,-3.6741443940e-18,-3.2723600540e-16
1.0000000000e-03,3.2000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3154498410e-21,-3.9479227850e-24,-3.2734025370e-16,5.3976871170e-20,3.2734018790e-16,3.9479219040e-24,3.2734020090e-16,-2.2642537820e-19,-3.2734013520e-16
1.0000000000e-03,3.3000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0055598110e-21,-3.9491464330e-24,-3.2743585220e-16,3.1877694830e-19,3.2743560930e-16,3.9491441610e-24,3.2743571630e-16,-7.6295540010e-19,-3.2743547340e-16
1.0000000000e-03,3.4000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0034166370e-21,-3.9502455210e-24,-3.2752588880e-16,-1.2452473500e-19,3.2752321310e-16,3.9501998770e-24,3.2752315870e-16,-8.8068390400e-18,-3.2752048290e-16
1.0000000000e-03,3.5000000000e+00,0.0000000000e+00,0.0000000000e+00,2.5751405620e-21,-3.9513241050e-24,-3.2761044400e-16,9.8374946860e-20,3.2761147120e-16,3.9513417230e-24,3.2761149790e-16,3.3492657440e-18,-3.2761252510e-16
1.0000000000e-03,3.6000000000e+00,0.0000000000e+00,0.0000000000e+00,1.4858691110e-21,-3.9522543080e-24,-3.2769025250e-16,3.9633581440e-20,3.2768940450e-16,3.9522403270e-24,3.2768941620e-16,-2.7753362700e-18,-3.2768856820e-16
1.0000000000e-03,3.7000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4135008700e-21,-3.9531299590e-24,-3.2776558760e-16,1.0343963660e-19,3.2776459840e-16,3.9531134840e-24,3.2776460200e-16,-3.3270925670e-18,-3.2776361290e-16
1.0000000000e-03,3.8000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7629540840e-21,-3.9539271480e-24,-3.2783688070e-16,3.9247427420e-20,3.2783483540e-16,3.9538927510e-24,3.2783482300e-16,-6.7710817470e-18,-3.2783277770e-16
1.0000000000e-03,3.9000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6090332380e-21,-3.9547111090e-24,-3.2790433220e-16,2.3342265640e-19,3.2790538490e-16,3.9547299570e-24,3.2790545970e-16,3.4548312170e-18,-3.2790651240e-16
1.0000000000e-03,4.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7007072440e-21,-3.9554057350e-24,-3.2796842350e-16,4.8067809730e-20,3.2796970520e-16,3.9554272620e-24,3.2796971130e-16,4.1654476120e-18,-3.2797099310e-16
1.0000000000e-03,4.1000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0032439190e-22,-3.9560275630e-24,-3.2802923900e-16,5.2092650430e-20,3.2802909280e-16,3.9560253450e-24,3.2802910640e-16,-4.8632847240e-19,-3.2802896010e-16
1.0000000000e-03,4.2000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3458304420e-21,-3.9566244890e-24,-3.2808703730e-16,1.6411596110e-19,3.2808738320e-16,3.9566311470e-24,3.2808743560e-16,1.1391560740e-18,-3.2808778150e-16
1.0000000000e-03,4.3000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4759178790e-22,-3.9571823190e-24,-3.2814215010e-16,-8.7648798580e-21,3.2814324360e-16,3.9572006450e-24,3.2814324640e-16,3.5963252210e-18,-3.2814434000e-16
1.0000000000e-03,4.4000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3108083210e-21,-3.9576722600e-24,-3.2819461400e-16,4.2796193960e-20,3.2819424980e-16,3.9576664550e-24,3.2819426660e-16,-1.1797307760e-18,-3.2819390250e-16
1.0000000000e-03,4.5000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1445859210e-22,-3.9581687780e-24,-3.2824465280e-16,1.5937630790e-19,3.2824646870e-16,3.9582001730e-24,3.2824653130e-16,5.9877253710e-18,-3.2824834710e-16
1.0000000000e-03,4.6000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0746750460e-21,-3.9585978240e-24,-3.2829258960e-16,-1.9327202710e-19,3.2829362180e-16,3.9586143020e-24,3.2829357560e-16,3.4198791180e-18,-3.2829460780e-16
1.0000000000e-03,4.7000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6342563560e-21,-3.9589725800e-24,-3.2833824590e-16,4.6335218840e-20,3.2833685790e-16,3.9589495160e-24,3.2833686580e-16,-4.5635761630e-18,-3.2833547780e-16
1.0000000000e-03,4.8000000000e+00,0.0000000000e+00,0.0000000000e+00,7.9071901210e-22,-3.9593713920e-24,-3.2838204310e-16,-6.2931301470e-20,3.2838249960e-16,3.9593784820e-24,3.2838246740e-16,1.4520096250e-18,-3.2838292390e-16
1.0000000000e-03,4.9000000000e+00,0.0000000000e+00,0.0000000000e+00,2.8046984930e-22,-3.9597214170e-24,-3.2842389090e-16,1.7590922080e-19,3.2842453510e-16,3.9597331450e-24,3.2842459270e-16,2.1213138100e-18,-3.2842523690e-16
1.0000000000e-03,5.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.6562009350e-22,-3.9600435440e-24,-3.2846416730e-16,-1.0527761930e-19,3.2846454450e-16,3.9600494550e-24,3.2846452100e-16,1.2632412670e-18,-3.2846489820e-16
1.0000000000e-03,5.1000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5106797700e-21,-3.9603436210e-24,-3.2850263130e-16,2.2207050340e-19,3.2850310140e-16,3.9603526490e-24,3.2850317160e-16,1.5469114210e-18,-3.2850364170e-16
